Sale Completed Date,Customer Company,Customer Type,Item Description,Sale Completed Time,Sale Line Quantity Sold,Sale Line  Total 
01-10-2024,R1609A,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 04:53,1,7.2
01-10-2024,Y1537,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 04:57,1,7.2
01-10-2024,W1884,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 05:00,1,7.2
01-10-2024,S0953,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 05:30,1,7.2
01-10-2024,T2768,TLTC,Wilson U.S. Open Extra Duty,01-10-2024 06:06,1,7.2
01-10-2024,R1888,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 06:57,1,7.2
01-10-2024,W0845,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 07:06,1,7.2
01-10-2024,L0948,TLTC,Head Radical Pro 2023 Orange/Blue (L2),01-10-2024 10:44,1,299
01-10-2024,L0948,TLTC,1/2 Set Fusion Ecoplay 1.25,01-10-2024 10:44,1,10.5
01-10-2024,L0948,TLTC,Tennis Labour,01-10-2024 10:44,1,25
01-10-2024,L0948,TLTC,1/2 Set Wilson NXT Natural 1.30,01-10-2024 10:44,1,17.5
01-10-2024,L0187,TLTC,M Head Revolt Pro 4.5 - White/Blue  (US 10),01-10-2024 11:31,1,179.95
01-10-2024,L2813,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 11:33,1,7.2
01-10-2024,M1248A,TLTC,Wilson U.S. Open Extra Duty,01-10-2024 11:34,1,7.2
01-10-2024,S1468,TLTC,1/2 Set Head Lynx Tour Grey 1.30,01-10-2024 11:35,2,30
01-10-2024,S1468,TLTC,Tennis Labour,01-10-2024 11:35,2,50
01-10-2024,S1468,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,01-10-2024 11:35,2,38
01-10-2024,A1989A,TLTC,Wilson Roland Garros,01-10-2024 11:36,1,7.2
01-10-2024,M2752,TLTC,Bottleworx TLTC Water Bottle,01-10-2024 12:11,1,42
01-10-2024,L2832,TLTC,"M Nike DF Victory Short 7"" - WH/BK (M)",01-10-2024 12:16,1,64
01-10-2024,A1989A,TLTC,Tennis Labour,01-10-2024 12:40,1,25
01-10-2024,A1989A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,01-10-2024 12:40,2,24
01-10-2024,H0394,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 12:44,1,7.2
01-10-2024,B1949C,TLTC,Head Lynx Tour Full Set Champagne 1.30,01-10-2024 12:44,1,30
01-10-2024,B1949C,TLTC,Tennis Labour,01-10-2024 12:44,1,25
01-10-2024,P1056,TLTC,Squash Ball Singles,01-10-2024 12:48,1,7
01-10-2024,S2629A,TLTC,Tennis Labour,01-10-2024 12:48,1,25
01-10-2024,S2629A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,01-10-2024 12:48,2,24
01-10-2024,I1582,TLTC,Tennis Labour,01-10-2024 12:50,2,50
01-10-2024,I1582,TLTC,1/2 Set Babolat Syn Gut  Natural 1.30,01-10-2024 12:50,4,30
01-10-2024,K2781,TLTC,1/2 Set Fusion Ecoplay 1.25,01-10-2024 12:52,1,10.5
01-10-2024,K2781,TLTC,1/2 Set Babolat VS Touch  Natural 1.30,01-10-2024 12:52,1,35
01-10-2024,K2781,TLTC,Tennis Labour,01-10-2024 12:52,1,25
01-10-2024,A1989A,TLTC,Tennis Labour,01-10-2024 12:57,1,25
01-10-2024,A1989A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,01-10-2024 12:57,2,24
01-10-2024,P2821,TLTC,Wilson U.S. Open Extra Duty,01-10-2024 13:05,1,7.2
01-10-2024,W2781B,TLTC,Head Raptor Eye Guard,01-10-2024 13:10,1,45
01-10-2024,C3005,TLTC,,01-10-2024 13:13,1,60
01-10-2024,T0629,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 13:27,1,7.2
01-10-2024,B0266,TLTC,Tennis Labour,01-10-2024 14:12,1,25
01-10-2024,B0266,TLTC,1/2 Set Head Hawk Power Petrol 1.25,01-10-2024 14:12,1,15.5
01-10-2024,B0266,TLTC,1/2 Set Wilson Sensation  Natural 1.30,01-10-2024 14:12,1,12.5
01-10-2024,W1884,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,01-10-2024 14:20,2,35
01-10-2024,W1884,TLTC,Tennis Labour,01-10-2024 14:20,1,25
01-10-2024,L0931A,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 14:26,1,7.2
01-10-2024,G0254A,TLTC,W Gel-Rocket 11 White/Silver (US 9),01-10-2024 14:47,1,110
01-10-2024,F2620,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 15:14,1,7.2
01-10-2024,K2692,TLTC,Wilson Roland Garros,01-10-2024 15:18,1,7.2
01-10-2024,P2819,TLTC,M Head Revolt Pro 4.5 - White/Blue  (US 11),01-10-2024 15:31,1,179.95
01-10-2024,S2773,TLTC,Wilson U.S. Open Regular Duty,01-10-2024 16:55,1,7.2
02-10-2024,S2831,TLTC,Wilson U.S. Open Extra Duty,02-10-2024 04:22,1,7.2
02-10-2024,R1372,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 04:22,1,7.2
02-10-2024,W1620,TLTC,Wilson U.S. Open Extra Duty,02-10-2024 05:08,1,7.2
02-10-2024,W1620,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 05:08,1,7.2
02-10-2024,G0323,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 05:59,1,7.2
02-10-2024,P1902A,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 07:00,1,7.2
02-10-2024,T1416,TLTC,"M Nike DF Victory Short 7"" - WH/BK (M)",02-10-2024 07:10,1,64
02-10-2024,T1416,TLTC,"W lululemon LW HR Tennis Skirt 14"" - WH (8)",02-10-2024 07:10,-1,-78
02-10-2024,L2828,TLTC,Tennis Labour,02-10-2024 07:25,1,25
02-10-2024,L2828,TLTC,1/2 Set Fusion Titanium 1.23,02-10-2024 07:25,2,18
02-10-2024,C3009,TLTC,1/2 Set Wilson NXT Natural 1.30,02-10-2024 07:32,2,35
02-10-2024,C3009,TLTC,Tennis Labour,02-10-2024 07:32,1,25
02-10-2024,M1475,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 08:11,1,7.2
02-10-2024,S1565A,TLTC,Wilson Triad Three (L1),02-10-2024 08:26,1,270
02-10-2024,S1565A,TLTC,Tennis Labour,02-10-2024 08:26,1,25
02-10-2024,S1565A,TLTC,1/2 Set Head Velocity MLT Natural 1.25,02-10-2024 08:26,2,24
02-10-2024,S1606,TLTC,HEAD Pro Player Visor,02-10-2024 08:28,1,26
02-10-2024,W1353,TLTC,Wilson U.S. Open Extra Duty,02-10-2024 08:39,1,7.2
02-10-2024,L2813,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 08:57,1,7.2
02-10-2024,K1414,TLTC,W K-Swiss Hypercourt Express 2 - WH/BK (US 9.5),02-10-2024 11:07,1,160
02-10-2024,B2699,TLTC,TLTC Sports Bottle,02-10-2024 12:32,1,12
02-10-2024,M2940,TLTC,M LW TLTC Reef - WH (L),02-10-2024 12:59,1,80
02-10-2024,K1634D,TLTC,W Asics Solution Speed FF3 - White/Black (US 8.5),02-10-2024 13:00,1,190
02-10-2024,D2463B,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 13:25,1,7.2
02-10-2024,D0376,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 13:29,1,7.2
02-10-2024,H1581,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 14:28,1,7.2
02-10-2024,A2207,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 14:28,1,7.2
02-10-2024,M1079,TLTC,Wilson Roland Garros,02-10-2024 14:49,2,14.4
02-10-2024,M2777,TLTC,W Nike Zoom GP Challenge 1 White/L Blue (US 9),02-10-2024 15:00,1,210
02-10-2024,D2463A,TLTC,Tennis Labour,02-10-2024 15:57,2,50
02-10-2024,D2463A,TLTC,Head Velocity MLT Full Set Black 1.30,02-10-2024 15:57,2,48
02-10-2024,D2329,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 15:58,1,7.2
02-10-2024,M2821,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 16:23,1,7.2
02-10-2024,D2428,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 16:26,1,7.2
02-10-2024,W2580,TLTC,Wilson U.S. Open Regular Duty,02-10-2024 17:38,1,7.2
02-10-2024,K2802,TLTC,Wilson U.S. Open Extra Duty,02-10-2024 17:40,1,7.2
03-10-2024,B0143,TLTC,Wilson U.S. Open Extra Duty,03-10-2024 04:44,1,7.2
03-10-2024,K2785,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 04:44,1,7.2
03-10-2024,C2899,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 04:44,1,7.2
03-10-2024,F0722,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 04:45,1,7.2
03-10-2024,T0603,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 07:21,1,7.2
03-10-2024,M1970A,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 07:22,1,7.2
03-10-2024,D1459,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 07:22,1,7.2
03-10-2024,B2812,TLTC,Tennis Labour,03-10-2024 07:24,1,25
03-10-2024,B2812,TLTC,1/2 Set Polytour Pro  Yellow 1.20,03-10-2024 07:24,2,26
03-10-2024,B0266,TLTC,Tennis Labour,03-10-2024 07:45,1,25
03-10-2024,B0266,TLTC,1/2 Set Head Lynx Tour Grey 1.30,03-10-2024 07:45,1,15
03-10-2024,B0266,TLTC,1/2 Set Wilson Sensation  Natural 1.30,03-10-2024 07:45,1,12.5
03-10-2024,F1817,TLTC,Tennis Labour,03-10-2024 07:51,1,25
03-10-2024,F1817,TLTC,1/2 Set Head Velocity MLT Yellow 1.30,03-10-2024 07:51,2,24
03-10-2024,G1417,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 07:56,1,7.2
03-10-2024,K1634,TLTC,1/2 Set Wilson Synthetic Gut Power 1.30 Blue,03-10-2024 07:56,2,20
03-10-2024,K1634,TLTC,Tennis Labour,03-10-2024 07:56,2,50
03-10-2024,K1634,TLTC,Yonex Polytour Rev Full Set Mint 1.25,03-10-2024 07:56,1,31
03-10-2024,C1215,TLTC,1/2 Set Wilson Sensation  Natural 1.30,03-10-2024 08:01,2,25
03-10-2024,C1215,TLTC,Tennis Labour,03-10-2024 08:01,1,25
03-10-2024,M2308,TLTC,Yonex EZONE 100L 7th Gen. Aqua Black (L2),03-10-2024 08:09,1,289
03-10-2024,M2308,TLTC,Tennis Labour,03-10-2024 08:09,1,25
03-10-2024,M2308,TLTC,1/2 Set Head Velocity MLT Natural 1.25,03-10-2024 08:09,2,24
03-10-2024,R0572,TLTC,Jr. TLTC Dress XL,03-10-2024 08:39,-1,-70
03-10-2024,B0266,TLTC,Thorlo TX Crew Sock  (L),03-10-2024 08:40,1,18
03-10-2024,T1984,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 09:13,1,7.2
03-10-2024,D2463A,TLTC,W L'P BL V-Neck White/Pink/Green (M),03-10-2024 09:38,1,105
03-10-2024,K1414,TLTC,W Asics Gel-Resolution 9 White/Silver (US 10),03-10-2024 09:55,1,190
03-10-2024,K1414,TLTC,W K-Swiss Hypercourt Express 2 - WH/BK (US 9.5),03-10-2024 09:55,-1,-160
03-10-2024,L2815A,TLTC,,03-10-2024 10:59,1,199.5
03-10-2024,A0951,TLTC,W Asics Gel-Resolution 9 White/Silver (US 11),03-10-2024 11:14,1,190
03-10-2024,A2788,TLTC,Squash Ball Singles,03-10-2024 12:48,1,7
03-10-2024,B1531,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 13:31,1,7.2
03-10-2024,C0316,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 14:17,1,7.2
03-10-2024,M0584,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 14:53,1,7.2
03-10-2024,P2806A,TLTC,Squash Ball Singles,03-10-2024 15:50,1,7
03-10-2024,L1788A,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 16:01,1,7.2
03-10-2024,M2804,TLTC,Wilson U.S. Open Extra Duty,03-10-2024 16:14,1,7.2
03-10-2024,S1580,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 16:19,1,7.2
03-10-2024,C2277,TLTC,Wilson U.S. Open Extra Duty,03-10-2024 16:29,1,7.2
03-10-2024,R0556,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 16:36,1,7.2
03-10-2024,Z1657,TLTC,Nike Court Multiplier Max Q-Crew White (XL),03-10-2024 16:42,2,52
03-10-2024,W2821,TLTC,Wilson U.S. Open Regular Duty,03-10-2024 16:47,1,7.2
03-10-2024,W2821,TLTC,M Nike DF Victory Top White (S),03-10-2024 16:47,1,55
04-10-2024,M2784,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 04:58,1,7.2
04-10-2024,V2828,TLTC,ProPenn Extra Duty,04-10-2024 06:32,1,7.2
04-10-2024,L2832,TLTC,Wilson U.S. Open Extra Duty,04-10-2024 06:56,1,7.2
04-10-2024,F1817A,TLTC,Pukka TLTC Logo Hat,04-10-2024 07:18,1,45
04-10-2024,A2130,TLTC,Tennis Labour,04-10-2024 07:20,1,25
04-10-2024,A2130,TLTC,1/2 Set Head RIP Control Black 1.30,04-10-2024 07:20,2,22
04-10-2024,A2130,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,04-10-2024 07:24,2,20
04-10-2024,A2130,TLTC,1/2 Set Head RIP Control Black 1.30,04-10-2024 07:24,-2,-22
04-10-2024,L2831,TLTC,Tennis Labour,04-10-2024 07:27,1,25
04-10-2024,L2831,TLTC,1/2 Set Luxilon 4G Gold 1.25,04-10-2024 07:27,2,38
04-10-2024,W2814,TLTC,Squash Labour,04-10-2024 07:58,3,75
04-10-2024,M1263,TLTC,Squash Labour,04-10-2024 08:16,1,25
04-10-2024,M1263,TLTC,1/2 Set Ashaway MultiNick 1.15,04-10-2024 08:16,2,20
04-10-2024,G0321,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 08:32,1,7.2
04-10-2024,R2782,TLTC,Tennis Labour,04-10-2024 10:12,1,25
04-10-2024,R2782,TLTC,1/2 Set Babolat RPM Blast Black 1.25,04-10-2024 10:12,2,35
04-10-2024,L1029B,TLTC,1/2 Set Wilson Sensation Plus Black 1.34,04-10-2024 13:15,2,25
04-10-2024,L1029B,TLTC,Tennis Labour,04-10-2024 13:15,1,25
04-10-2024,G2839,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 13:57,1,7.2
04-10-2024,W0837,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 13:58,1,7.2
04-10-2024,G2558,TLTC,Squash Ball Singles,04-10-2024 14:02,1,7
04-10-2024,A1167,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 14:28,1,7.2
04-10-2024,B0212A,TLTC,Squash Ball Singles,04-10-2024 15:02,1,7
04-10-2024,M0464,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 15:32,1,7.2
04-10-2024,K2781C,TLTC,1/2 Set Wilson Sensation  Natural 1.30,04-10-2024 15:39,1,12.5
04-10-2024,K2781C,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,04-10-2024 15:39,1,19
04-10-2024,K2781C,TLTC,Tennis Labour,04-10-2024 15:39,1,25
04-10-2024,Z1657,TLTC,Pukka TLTC Logo Hat,04-10-2024 15:52,1,45
04-10-2024,P2809,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 15:55,1,7.2
04-10-2024,P2809,TLTC,Wilson U.S. Open Extra Duty,04-10-2024 15:57,1,7.2
04-10-2024,P2809,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 16:10,-1,-7.2
04-10-2024,M2830,TLTC,Wilson U.S. Open Regular Duty,04-10-2024 16:11,1,7.2
05-10-2024,S2773,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 04:58,1,7.2
05-10-2024,C2819,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 06:31,1,7.2
05-10-2024,M0760,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 06:32,1,7.2
05-10-2024,K2785,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 06:32,1,7.2
05-10-2024,3258,TLTC,B Fila PLR Short White (L),05-10-2024 06:55,1,40
05-10-2024,H0372A,TLTC,Fila Crew Sock (M),05-10-2024 07:04,1,13
05-10-2024,N2659,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 07:08,1,7.2
05-10-2024,W1353,TLTC,Levelwear TLTC Hoodie - Podium Colour Logo (L),05-10-2024 07:11,1,75
05-10-2024,C1442,TLTC,Jr. Clique TLTC Hoodie White (S),05-10-2024 07:15,1,48
05-10-2024,W2813A,TLTC,Jr. Clique TLTC Hoodie White (M),05-10-2024 07:21,1,48
05-10-2024,W2813A,TLTC,Jr. Clique TLTC Sweatpants White (S),05-10-2024 07:21,1,38
05-10-2024,W2813A,TLTC,Jr. Clique TLTC Sweatpants White (M),05-10-2024 07:21,1,38
05-10-2024,S2773,TLTC,Tennis Labour,05-10-2024 07:50,2,50
05-10-2024,S2773,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,05-10-2024 07:50,2,38
05-10-2024,S2773,TLTC,1/2 Set Wilson Sensation  Natural 1.30,05-10-2024 07:50,2,25
05-10-2024,B0143,TLTC,1/2 Set ALU Power Rough Silver 1.25,05-10-2024 07:53,1,19
05-10-2024,B0143,TLTC,1/2 Set Babolat VS Touch  Natural 1.30,05-10-2024 07:53,1,35
05-10-2024,B0143,TLTC,Squash Labour,05-10-2024 07:53,1,25
05-10-2024,K0317,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 08:05,1,7.2
05-10-2024,E1868,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 08:05,1,7.2
05-10-2024,M2939,TLTC,1/2 Set Wilson Sensation  Natural 1.30,05-10-2024 08:12,2,25
05-10-2024,M2939,TLTC,Tennis Labour,05-10-2024 08:12,1,25
05-10-2024,M2939,TLTC,Head Extreme Team 2024  (L2),05-10-2024 08:12,1,249
05-10-2024,M2939,TLTC,Head Jr Racquet Novak 25 Inch,05-10-2024 08:12,1,34.95
05-10-2024,K1634,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 08:38,1,7.2
05-10-2024,F0285,TLTC,"M lululemon Vented Tennis Short 6"" - WH (XL)",05-10-2024 09:20,1,98
05-10-2024,G0254A,TLTC,W Gel-Rocket 11 White/Silver (US 9),05-10-2024 09:21,-1,-110
05-10-2024,G0254A,TLTC,W Gel-Rocket 11 White/Silver (US 9),05-10-2024 09:24,1,110
05-10-2024,E2791,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 09:28,1,7.2
05-10-2024,C2904,TLTC,Tennis Labour,05-10-2024 09:28,1,25
05-10-2024,P1891,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 09:28,2,14.4
05-10-2024,R2820,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 09:28,1,7.2
05-10-2024,F2818,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 09:58,1,7.2
05-10-2024,C2819,TLTC,Tennis Labour,05-10-2024 10:17,1,25
05-10-2024,C2819,TLTC,Babolat VS Touch Natural 1.25 Full Set,05-10-2024 10:17,1,70
05-10-2024,P1891,TLTC,Babolat VS Touch Natural 1.30 Full Set,05-10-2024 10:24,1,70
05-10-2024,P1891,TLTC,Tennis Labour,05-10-2024 10:24,1,25
05-10-2024,G1823,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 11:05,1,7.2
05-10-2024,L1029,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 11:25,1,7.2
05-10-2024,L1029,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 11:25,1,7.2
05-10-2024,F2818,TLTC,Pukka 6-0 6-0 Hat,05-10-2024 12:18,1,45
05-10-2024,F2818,TLTC,M LW TLTC Tempo Pant (L),05-10-2024 12:18,1,75
05-10-2024,W1620,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 12:31,2,14.4
05-10-2024,B2847,TLTC,Classic TLTC Quarter-Zip - WH (XS),05-10-2024 12:37,1,65
05-10-2024,S1783,TLTC,1/2 Set Wilson NXT Natural 1.30,05-10-2024 12:41,2,35
05-10-2024,S1783,TLTC,1/2 Set Fusion Titanium 1.18,05-10-2024 12:41,2,18
05-10-2024,S1783,TLTC,Tennis Labour,05-10-2024 12:41,2,50
05-10-2024,S1783,TLTC,Head Hydrosorb Tour White,05-10-2024 12:43,2,30
05-10-2024,D2810,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 12:49,1,7.2
05-10-2024,E1868,TLTC,Tennis Labour,05-10-2024 12:50,1,25
05-10-2024,E1868,TLTC,1/2 Set Babolat VS Touch  Natural 1.30,05-10-2024 12:50,1,35
05-10-2024,H0932A,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 12:55,1,7.2
05-10-2024,A1604,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,05-10-2024 12:57,2,35
05-10-2024,A1604,TLTC,Tennis Labour,05-10-2024 12:57,1,25
05-10-2024,A1167,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 12:59,1,7.2
05-10-2024,T1556A,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 13:08,1,7.2
05-10-2024,R2824,TLTC,Tennis Labour,05-10-2024 13:21,2,50
05-10-2024,R2824,TLTC,1/2 Set Head Lynx Tour Champagne 1.25,05-10-2024 13:21,2,30
05-10-2024,R2824,TLTC,1/2 Set Wilson Sensation  Natural 1.30,05-10-2024 13:21,2,25
05-10-2024,R1372A,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 13:28,1,7.2
05-10-2024,V2831,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 13:33,1,7.2
05-10-2024,H2806,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 13:53,1,7.2
05-10-2024,R1372,TLTC,M Asics Gel-Resolution 9 - White/Black (US 8.5),05-10-2024 13:55,1,190
05-10-2024,A2445,TLTC,Classic TLTC Quarter-Zip - WH (M),05-10-2024 14:09,1,65
05-10-2024,B2396,TLTC,Wilson U.S. Open Extra Duty,05-10-2024 14:23,1,7.2
05-10-2024,D2329,TLTC,Wilson U.S. Open Regular Duty,05-10-2024 14:28,1,7.2
06-10-2024,S2683,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:16,1,7.2
06-10-2024,S0569,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:52,1,7.2
06-10-2024,M1752,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:53,1,7.2
06-10-2024,G0893,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:53,1,7.2
06-10-2024,W2595,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:54,1,7.2
06-10-2024,G1066,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 05:57,1,7.2
06-10-2024,E0192,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 06:25,1,7.2
06-10-2024,M0477A,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 06:57,1,7.2
06-10-2024,F2818,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 06:57,1,7.2
06-10-2024,C2296,TLTC,Wilson U.S. Open Extra Duty,06-10-2024 06:59,1,7.2
06-10-2024,H0406,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 06:59,1,7.2
06-10-2024,K2459A,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 07:00,1,7.2
06-10-2024,A1604,TLTC,Wilson U.S. Open Extra Duty,06-10-2024 07:32,1,7.2
06-10-2024,W1620,TLTC,1/2 Set Wilson Sensation  Natural 1.30,06-10-2024 07:35,2,25
06-10-2024,W1620,TLTC,Tennis Labour,06-10-2024 07:35,1,25
06-10-2024,G1066,TLTC,1/2 Set Head Velocity MLT Natural 1.30,06-10-2024 07:41,1,12
06-10-2024,G1066,TLTC,Tennis Labour,06-10-2024 07:41,1,25
06-10-2024,G1066,TLTC,1/2 Set ALU Power Rough Silver 1.25,06-10-2024 07:41,1,19
06-10-2024,S2676A,TLTC,1/2 Set Head RIP Control Black 1.30,06-10-2024 07:44,2,22
06-10-2024,S2676A,TLTC,Tennis Labour,06-10-2024 07:44,1,25
06-10-2024,N1310B,TLTC,Tennis Labour,06-10-2024 07:47,1,25
06-10-2024,N1310B,TLTC,1/2 Set Wilson Sensation  Natural 1.30,06-10-2024 07:47,1,12.5
06-10-2024,N1310B,TLTC,1/2 Set ALU Power Rough Silver 1.25,06-10-2024 07:47,1,19
06-10-2024,S0865,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 07:52,1,7.2
06-10-2024,P2809,TLTC,Wilson U.S. Open Extra Duty,06-10-2024 07:57,1,7.2
06-10-2024,G2839,TLTC,Head Prime Tour 3-Pack OG Mint,06-10-2024 08:14,1,12
06-10-2024,M2804,TLTC,1/2 Set Wilson NXT Natural 1.30,06-10-2024 08:49,1,17.5
06-10-2024,M2804,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,06-10-2024 08:49,1,19
06-10-2024,M2804,TLTC,Tennis Labour,06-10-2024 08:49,1,25
06-10-2024,M2804D,TLTC,Tennis Labour,06-10-2024 08:53,1,25
06-10-2024,M2804D,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,06-10-2024 08:53,2,38
06-10-2024,M1327,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 09:53,1,7.2
06-10-2024,C1892B,TLTC,Wilson U.S. Open Extra Duty,06-10-2024 09:59,1,7.2
06-10-2024,D1407,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 10:01,1,7.2
06-10-2024,C1892B,TLTC,W Nike Vapor 11 - WH/BK (US 6.5),06-10-2024 10:02,1,225
06-10-2024,M2804D,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 10:25,1,7.2
06-10-2024,U2679A,TLTC,1/2 Set Babolat VS Touch  Natural 1.25,06-10-2024 10:45,1,35
06-10-2024,U2679A,TLTC,Tennis Labour,06-10-2024 10:45,1,25
06-10-2024,Z1657,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 10:52,1,7.2
06-10-2024,A1604C,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 11:16,1,7.2
06-10-2024,K2692,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 11:23,1,7.2
06-10-2024,K2692,TLTC,Head Prime Tour 3-Pack OG Mint,06-10-2024 11:23,1,12
06-10-2024,K2692,TLTC,Fila Solid Wristband White,06-10-2024 11:23,1,8.5
06-10-2024,M2804D,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 12:26,1,7.2
06-10-2024,S1472,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 12:26,1,7.2
06-10-2024,R2616C,TLTC,Squash Ball Singles,06-10-2024 12:34,1,7
06-10-2024,M2804C,TLTC,Tennis Labour,06-10-2024 12:50,1,25
06-10-2024,D2432,TLTC,Wilson U.S. Open Extra Duty,06-10-2024 12:56,1,7.2
06-10-2024,B2823A,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 13:24,1,7.2
06-10-2024,A0316,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 15:03,1,7.2
06-10-2024,C1967,TLTC,Wilson U.S. Open Regular Duty,06-10-2024 15:55,1,7.2
07-10-2024,R1372,TLTC,Wilson U.S. Open Regular Duty,07-10-2024 04:27,1,7.2
07-10-2024,K1634,TLTC,Wilson U.S. Open Extra Duty,07-10-2024 05:00,1,7.2
07-10-2024,W1710,TLTC,Wilson U.S. Open Regular Duty,07-10-2024 05:00,1,7.2
