Sale Completed Date,Customer Company,Customer Type,Item Description,Sale Completed Time,Sale Line Quantity Sold,Sale Line  Total 
17-10-2024,F0285,TLTC,Wilson U.S. Open Extra Duty,17-10-2024 13:04,1,7.2
17-10-2024,W2613A,TLTC,Wilson U.S. Open Regular Duty,17-10-2024 13:04,1,7.2
17-10-2024,M2942,TLTC,Wilson U.S. Open Extra Duty,17-10-2024 13:05,1,7.2
17-10-2024,T0835,TLTC,Wilson U.S. Open Regular Duty,17-10-2024 13:12,1,7.2
17-10-2024,W2453,TLTC,Wilson U.S. Open Regular Duty,17-10-2024 13:13,1,7.2
17-10-2024,S1472C,TLTC,Babolat RPM Blast 1.30 Full Set,17-10-2024 14:17,1,35
17-10-2024,S1472C,TLTC,Tennis Labour,17-10-2024 14:17,1,25
17-10-2024,W2821,TLTC,Tennis Labour,17-10-2024 14:21,1,25
17-10-2024,W2821,TLTC,1/2 Set Babolat Xcel Natural 1.30,17-10-2024 14:21,1,17.5
17-10-2024,W2821,TLTC,1/2 Set Babolat RPM Blast Black 1.25,17-10-2024 14:21,1,17.5
17-10-2024,W2821,TLTC,Tennis Labour,17-10-2024 14:23,-1,-25
17-10-2024,W2821,TLTC,1/2 Set Babolat RPM Blast Black 1.25,17-10-2024 14:23,-1,-17.5
17-10-2024,W2821,TLTC,1/2 Set Babolat Xcel Natural 1.30,17-10-2024 14:23,-1,-17.5
17-10-2024,F1978C,TLTC,1/2 Set Tecnifibre 305 1.20,17-10-2024 14:29,2,30
17-10-2024,F1978C,TLTC,Squash Labour,17-10-2024 14:29,1,25
17-10-2024,W0653,TLTC,Wilson U.S. Open Extra Duty,17-10-2024 15:35,1,7.2
17-10-2024,W0653,TLTC,Wilson U.S. Open Regular Duty,17-10-2024 15:35,1,7.2
17-10-2024,Z1148,TLTC,Wilson U.S. Open Extra Duty,17-10-2024 15:40,1,7.2
18-10-2024,R1372,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 04:41,1,7.2
18-10-2024,H2792,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 08:58,1,7.2
18-10-2024,W0549,TLTC,1/2 Set Babolat Xcel Natural 1.30,18-10-2024 10:22,1,17.5
18-10-2024,W0549,TLTC,Tennis Labour,18-10-2024 10:22,1,25
18-10-2024,W0549,TLTC,1/2 Set Head Hawk Power Petrol 1.25,18-10-2024 10:22,1,15.5
18-10-2024,W2814,TLTC,Squash Labour,18-10-2024 10:35,2,50
18-10-2024,D1967A,TLTC,1/2 Set Head RIP Control Black 1.30,18-10-2024 11:06,2,22
18-10-2024,D1967A,TLTC,Tennis Labour,18-10-2024 11:06,1,25
18-10-2024,A1604,TLTC,Wilson Roland Garros,18-10-2024 11:18,1,7.2
18-10-2024,F0135A,TLTC,Wilson Triniti,18-10-2024 11:52,1,7.7
18-10-2024,E2792,TLTC,Wilson U.S. Open Extra Duty,18-10-2024 12:01,1,7.2
18-10-2024,L1594,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 12:59,1,7.2
18-10-2024,M0672,TLTC,M Asics Gel-Resolution 9 - White/Black (US 10.5),18-10-2024 13:29,1,190
18-10-2024,S0926,TLTC,G Fila Pleated Dress White (S),18-10-2024 13:52,1,82
18-10-2024,L2831,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 13:55,1,7.2
18-10-2024,R1372,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,18-10-2024 14:26,2,38
18-10-2024,R1372,TLTC,Wilson Blade 98 16x19 V 9.0 Blue (L3),18-10-2024 14:26,1,300
18-10-2024,R1372,TLTC,Tennis Labour,18-10-2024 14:26,1,25
18-10-2024,S0926,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 14:56,1,7.2
18-10-2024,L1029,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 14:57,1,7.2
18-10-2024,C0316,TLTC,Wilson U.S. Open Regular Duty,18-10-2024 15:26,1,7.2
18-10-2024,M2802,TLTC,1/2 Set Luxilon 4G Gold 1.25,18-10-2024 15:43,1,19
18-10-2024,M2802,TLTC,Tennis Labour,18-10-2024 15:43,1,25
18-10-2024,M2802,TLTC,1/2 Set Head Velocity MLT Black 1.30,18-10-2024 15:43,1,12
18-10-2024,L2831,TLTC,1/2 Set Luxilon 4G Rough Gold 1.25,18-10-2024 15:46,2,38
18-10-2024,L2831,TLTC,Tennis Labour,18-10-2024 15:46,1,25
18-10-2024,M0950A,TLTC,Wilson U.S. Open Extra Duty,18-10-2024 15:56,1,7.2
19-10-2024,A2790,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 05:28,1,7.2
19-10-2024,H1577,TLTC,Wilson Roland Garros,19-10-2024 05:30,1,7.2
19-10-2024,M1970A,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 05:42,1,7.2
19-10-2024,R1372,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 06:19,1,7.2
19-10-2024,B1701,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 06:59,1,7.2
19-10-2024,M0584,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 07:44,1,7.2
19-10-2024,C1124,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 07:53,1,7.2
19-10-2024,K2615A,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 08:04,1,7.2
19-10-2024,M0584,TLTC,Babolat VS Touch Natural 1.25 Full Set,19-10-2024 08:16,1,70
19-10-2024,M0584,TLTC,Tennis Labour,19-10-2024 08:16,1,25
19-10-2024,B0864,TLTC,1/2 Set Head Hawk Touch Anthracite 1.25,19-10-2024 08:18,1,10
19-10-2024,B0864,TLTC,1/2 Set Head Velocity MLT Black 1.30,19-10-2024 08:18,1,12
19-10-2024,B0864,TLTC,Karakal Replacement Grip Multicolour,19-10-2024 08:18,1,15
19-10-2024,B0864,TLTC,Tennis Labour,19-10-2024 08:18,1,25
19-10-2024,H2770A,TLTC,Wilson Roland Garros,19-10-2024 08:28,1,7.2
19-10-2024,B2823,TLTC,Head Hydrosorb Pro  Black,19-10-2024 09:26,1,15
19-10-2024,C0808D,TLTC,Tennis Labour,19-10-2024 09:54,1,25
19-10-2024,L2337,TLTC,1/2 Set Wilson Sensation  Natural 1.30,19-10-2024 09:57,3,37.5
19-10-2024,L2337,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,19-10-2024 09:57,3,57
19-10-2024,L2337,TLTC,Tennis Labour,19-10-2024 09:57,3,75
19-10-2024,,TLTC,Classic TLTC Quarter-Zip - WH (L),19-10-2024 10:11,1,65
19-10-2024,,TLTC,Pukka TLTC Logo Hat,19-10-2024 10:11,1,45
19-10-2024,,TLTC,TLTC Sports Bottle,19-10-2024 10:11,1,12
19-10-2024,S1580,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 10:46,1,7.2
19-10-2024,R2820,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 11:53,1,7.2
19-10-2024,M2752A,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 11:54,1,7.2
19-10-2024,K2802,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 12:06,1,7.2
19-10-2024,S2025,TLTC,Pukka TLTC Logo Hat,19-10-2024 12:12,1,45
19-10-2024,G1823,TLTC,Head Pro Player Cap White,19-10-2024 12:13,1,26
19-10-2024,D0242,TLTC,Wilson U.S. Open Regular Duty,19-10-2024 12:49,1,7.2
19-10-2024,B0183A,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 12:53,1,7.2
19-10-2024,M2784,TLTC,Tennis Labour,19-10-2024 13:01,1,25
19-10-2024,M2784,TLTC,1/2 Set Head Hawk Touch Anthracite 1.25,19-10-2024 13:01,2,20
19-10-2024,S2797A,TLTC,Jr. Clique TLTC Hoodie White (L),19-10-2024 13:08,1,48
19-10-2024,S2797A,TLTC,Classic TLTC Quarter-Zip - WH (M),19-10-2024 13:08,1,65
19-10-2024,S2797A,TLTC,W Nike DF ADVTG Short White (S),19-10-2024 13:08,1,85
19-10-2024,W2453,TLTC,Squash Ball Singles,19-10-2024 13:11,4,28
19-10-2024,M2807,TLTC,Wilson U.S. Open Extra Duty,19-10-2024 16:58,1,7.2
20-10-2024,W1620,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 04:35,2,14.4
20-10-2024,R1372,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 05:03,1,7.2
20-10-2024,B0143,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 05:04,1,7.2
20-10-2024,H0932A,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 05:57,1,7.2
20-10-2024,B0864,TLTC,Wilson Triniti,20-10-2024 07:27,1,7.7
20-10-2024,A1167,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 08:01,1,7.2
20-10-2024,R2616C,TLTC,Squash Ball Singles,20-10-2024 08:22,1,7
20-10-2024,M1198,TLTC,1/2 Set Fusion Neon 1.30,20-10-2024 10:00,2,14
20-10-2024,M1198,TLTC,Tennis Labour,20-10-2024 10:00,1,25
20-10-2024,R1290,TLTC,Tennis Labour,20-10-2024 10:40,1,25
20-10-2024,R1290,TLTC,1/2 Set Head RIP Control Black 1.30,20-10-2024 10:40,2,22
20-10-2024,R1372,TLTC,Tennis Labour,20-10-2024 10:47,1,25
20-10-2024,R1372,TLTC,1/2 Set ALU Power Rough Silver 1.25,20-10-2024 10:47,2,38
20-10-2024,R1372,TLTC,Wilson Blade 98 16x19 V 9.0 Blue (L3),20-10-2024 10:49,1,300
20-10-2024,C2801,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 10:58,2,14.4
20-10-2024,M2829,TLTC,Tennis Labour,20-10-2024 11:00,1,25
20-10-2024,Z1112,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 11:02,1,7.2
20-10-2024,M2946,TLTC,Tennis Labour,20-10-2024 11:03,2,50
20-10-2024,H2770A,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 11:16,1,7.2
20-10-2024,A1604,TLTC,Tennis Labour,20-10-2024 12:07,1,25
20-10-2024,A1604,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,20-10-2024 12:07,2,35
20-10-2024,M2753B,TLTC,W Head Revolt Pro 4.5 - White/Aqua (US 7),20-10-2024 12:22,1,179.95
20-10-2024,M2753B,TLTC,W LW TLTC Sadie Pant (S),20-10-2024 12:22,1,95
20-10-2024,D2287,TLTC,M LW TLTC Nitro Jacket (M),20-10-2024 12:23,1,115
20-10-2024,S2575,TLTC,Squash Labour,20-10-2024 12:59,1,25
20-10-2024,S2575,TLTC,1/2 Set Tecnifibre 305 1.20,20-10-2024 12:59,2,30
20-10-2024,C1140,TLTC,W Asics Solution Speed FF3 - White/Black (US 8),20-10-2024 13:08,1,190
20-10-2024,C1215,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 13:27,1,7.2
20-10-2024,U2679B,TLTC,Wilson U.S. Open Regular Duty,20-10-2024 13:51,1,7.2
20-10-2024,F0285,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 14:48,1,7.2
20-10-2024,F1670,TLTC,Squash Ball Singles,20-10-2024 15:01,1,7
20-10-2024,W2814,TLTC,Squash Ball Doubles,20-10-2024 15:09,1,8
20-10-2024,D2796,TLTC,Wilson U.S. Open Extra Duty,20-10-2024 15:10,1,7.2
21-10-2024,C1140,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 04:58,1,7.2
21-10-2024,K1481A,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 06:20,1,7.2
21-10-2024,D0242,TLTC,Wilson U.S. Open Extra Duty,21-10-2024 07:53,1,7.2
21-10-2024,C3005,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 08:23,1,7.2
21-10-2024,B0864,TLTC,Wilson Triniti,21-10-2024 08:30,1,7.7
21-10-2024,A2708,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 08:47,1,7.2
21-10-2024,P1363,TLTC,Babolat VS Touch Natural 1.30 Full Set,21-10-2024 08:53,1,70
21-10-2024,P1363,TLTC,Tennis Labour,21-10-2024 08:53,1,25
21-10-2024,3213,TLTC,Tennis Labour,21-10-2024 09:57,2,50
21-10-2024,P1573A,TLTC,Tennis Labour,21-10-2024 11:06,1,25
21-10-2024,P1573A,TLTC,1/2 Set Head Velocity MLT Natural 1.25,21-10-2024 11:06,2,24
21-10-2024,A1167C,TLTC,Tennis Labour,21-10-2024 11:27,1,25
21-10-2024,A1167C,TLTC,1/2 Set Head Velocity MLT Natural 1.30,21-10-2024 11:27,2,24
21-10-2024,H0406,TLTC,Tennis Labour,21-10-2024 11:29,1,25
21-10-2024,H0406,TLTC,1/2 Set Wilson Sensation  Natural 1.25,21-10-2024 11:29,2,25
21-10-2024,W2814,TLTC,Squash Labour,21-10-2024 11:43,2,50
21-10-2024,B2839,TLTC,Wilson U.S. Open Extra Duty,21-10-2024 12:00,1,7.2
21-10-2024,S1472C,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 14:01,1,7.2
21-10-2024,L1788,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 14:10,1,7.2
21-10-2024,M0489,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 14:33,1,7.2
21-10-2024,B1701A,TLTC,Fila No Show Tab Sock (M),21-10-2024 15:07,1,14
21-10-2024,A0736,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 17:00,1,7.2
21-10-2024,E2790,TLTC,Wilson U.S. Open Extra Duty,21-10-2024 17:00,1,7.2
21-10-2024,S1580,TLTC,Wilson U.S. Open Extra Duty,21-10-2024 17:44,1,7.2
21-10-2024,M2804C,TLTC,Wilson U.S. Open Regular Duty,21-10-2024 17:58,1,7.2
22-10-2024,C2296,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 05:47,1,7.2
22-10-2024,W0837,TLTC,Tennis Labour,22-10-2024 07:18,1,25
22-10-2024,S0519,TLTC,Wilson Triniti,22-10-2024 07:26,1,7.7
22-10-2024,R2616A,TLTC,Women's Nike Air Zoom Vapor Pro  White/White (US 8.5),22-10-2024 08:09,1,160
22-10-2024,Y2173,TLTC,Wilson RF Backpack - BK,22-10-2024 08:37,1,180
22-10-2024,M1304A,TLTC,W K-Swiss Hypercourt Express 2 - WH/BK (US 8.5),22-10-2024 09:14,1,160
22-10-2024,M1304A,TLTC,Thorlo TX Crew Sock  (M),22-10-2024 09:14,1,18
22-10-2024,M1397,TLTC,W LW TLTC LC Teagan T-Shirt White (S),22-10-2024 09:17,1,38
22-10-2024,C2404,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 09:35,1,7.2
22-10-2024,O2537,TLTC,1/2 Set Wilson NXT Natural 1.30,22-10-2024 10:01,1,17.5
22-10-2024,O2537,TLTC,1/2 Set Babolat VS Touch  Natural 1.25,22-10-2024 10:01,1,35
22-10-2024,O2537,TLTC,Tennis Labour,22-10-2024 10:01,1,25
22-10-2024,B1701A,TLTC,Babolat VS Touch Natural 1.25 Full Set,22-10-2024 10:03,2,140
22-10-2024,B1701A,TLTC,Tennis Labour,22-10-2024 10:03,2,50
22-10-2024,W0837,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 10:19,1,7.2
22-10-2024,A2780A,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 11:32,1,7.2
22-10-2024,A0951A,TLTC,Wilson U.S. Open Extra Duty,22-10-2024 11:52,1,7.2
22-10-2024,W2814,TLTC,Squash Ball Doubles,22-10-2024 12:38,1,8
22-10-2024,R1946A,TLTC,1/2 Set Wilson Sensation  Natural 1.30,22-10-2024 12:49,-2,-25
22-10-2024,R1946A,TLTC,Head Extreme Team 2024  (L1),22-10-2024 12:49,-1,-249
22-10-2024,R1946A,TLTC,Tennis Labour,22-10-2024 12:49,-1,-25
22-10-2024,R1946A,TLTC,Head Extreme Jr. 26,22-10-2024 12:49,1,140
22-10-2024,M1828,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 13:04,1,7.2
22-10-2024,T2769,TLTC,Pukka TLTC Logo Hat,22-10-2024 13:11,-1,-45
22-10-2024,T2769,TLTC,Pukka 6-0 6-0 Hat,22-10-2024 13:11,1,45
22-10-2024,H2124A,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 13:54,1,7.2
22-10-2024,C1833A,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 14:01,1,7.2
22-10-2024,P1573,TLTC,Tennis Labour,22-10-2024 14:18,2,50
22-10-2024,P1573,TLTC,1/2 Set Wilson Sensation  Natural 1.30,22-10-2024 14:18,4,50
22-10-2024,P1573,TLTC,Head Hydrosorb Pro  White,22-10-2024 14:21,2,30
22-10-2024,W0837,TLTC,,22-10-2024 14:24,1,200
22-10-2024,M2804C,TLTC,Tennis Labour,22-10-2024 14:24,1,25
22-10-2024,R2833,TLTC,1/2 Set Wilson Sensation  Natural 1.30,22-10-2024 14:54,2,25
22-10-2024,R2833,TLTC,Tennis Labour,22-10-2024 14:54,1,25
22-10-2024,A2130,TLTC,Wilson U.S. Open Regular Duty,22-10-2024 15:00,1,7.2
22-10-2024,T237a2,TLTC,Karakal Replacement Grip Multicolour,22-10-2024 15:09,1,15
22-10-2024,P2809,TLTC,Wilson U.S. Open Extra Duty,22-10-2024 16:00,1,7.2
23-10-2024,M2784,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 05:42,1,7.2
23-10-2024,S2676,TLTC,W LW TLTC Alyssa Jacket White (M),23-10-2024 06:10,1,115
23-10-2024,F0722,TLTC,1/2 Set Wilson NXT Natural 1.30,23-10-2024 06:57,2,35
23-10-2024,F0722,TLTC,Tennis Labour,23-10-2024 06:57,1,25
23-10-2024,W0837,TLTC,Tennis Labour,23-10-2024 07:26,1,25
23-10-2024,P2802,TLTC,W Fila Woven Short White (XS),23-10-2024 08:33,1,80
23-10-2024,B2847A,TLTC,Pukka 6-0 6-0 Hat,23-10-2024 08:34,1,45
23-10-2024,J2766,TLTC,1/2 Set Wilson NXT Natural 1.30,23-10-2024 09:03,1,17.5
23-10-2024,J2766,TLTC,1/2 Set Luxilon ALU Power Silver 1.25,23-10-2024 09:03,1,19
23-10-2024,J2766,TLTC,Tennis Labour,23-10-2024 09:03,3,75
23-10-2024,B1979B,TLTC,W Nike Vapor 11 - WH/BK (US 7.5),23-10-2024 09:26,-1,-225
23-10-2024,B1979B,TLTC,M Nike Vapor 11 - WH/BK (US 7.5),23-10-2024 09:26,1,225
23-10-2024,L2820,TLTC,W Nike DF Indy V-Neck Bra White (M),23-10-2024 10:02,1,48
23-10-2024,C0189,TLTC,Classic TLTC Quarter-Zip - WH (S),23-10-2024 10:48,1,65
23-10-2024,C1140,TLTC,Wilson U.S. Open Extra Duty,23-10-2024 11:58,1,7.2
23-10-2024,M2940,TLTC,Wilson U.S. Open Extra Duty,23-10-2024 13:23,1,7.2
23-10-2024,S2827,TLTC,Nike Court Multiplier Max Crew White (M),23-10-2024 13:25,1,26
23-10-2024,C1614,TLTC,Head Pro Elite Eye Guard,23-10-2024 13:25,1,32
23-10-2024,K2780B,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 13:27,1,7.2
23-10-2024,F1941,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 13:29,1,7.2
23-10-2024,M2821,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 13:37,1,7.2
23-10-2024,C2296,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 13:52,1,7.2
23-10-2024,L2813,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 13:53,1,7.2
23-10-2024,R2309C,TLTC,Jr. Clique TLTC Hoodie White (XL),23-10-2024 13:57,1,48
23-10-2024,F1102,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 14:55,1,7.2
23-10-2024,W1870,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 15:58,1,7.2
23-10-2024,H2805,TLTC,,23-10-2024 16:01,1,30
23-10-2024,M2807,TLTC,Wilson U.S. Open Regular Duty,23-10-2024 16:46,1,7.2
24-10-2024,R1372,TLTC,Wilson U.S. Open Regular Duty,24-10-2024 04:10,1,7.2
24-10-2024,M1198,TLTC,Wilson U.S. Open Extra Duty,24-10-2024 04:11,1,7.2
24-10-2024,O2537,TLTC,Wilson U.S. Open Extra Duty,24-10-2024 06:12,1,7.2
24-10-2024,S2174A,TLTC,Tennis Labour,24-10-2024 07:14,1,25
24-10-2024,S2174A,TLTC,1/2 Set Babolat RPM Blast Black 1.30,24-10-2024 07:14,2,35
24-10-2024,L2813,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,24-10-2024 07:22,2,20
24-10-2024,L2813,TLTC,Tennis Labour,24-10-2024 07:22,2,50
24-10-2024,L2813,TLTC,1/2 Set Wilson NXT Natural 1.30,24-10-2024 07:22,2,35
24-10-2024,S2174A,TLTC,ProPenn Regular Duty Case,24-10-2024 07:35,1,119
24-10-2024,L2828,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,24-10-2024 07:36,1,10
24-10-2024,L2828,TLTC,1/2 Set Babolat RPM Blast Black 1.30,24-10-2024 07:36,1,17.5
24-10-2024,L2828,TLTC,Tennis Labour,24-10-2024 07:36,1,25
24-10-2024,L2828,TLTC,1/2 Set Babolat RPM Blast Black 1.30,24-10-2024 07:37,-1,-17.5
24-10-2024,L2828,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,24-10-2024 07:37,-1,-10
24-10-2024,L2828,TLTC,1/2 Set Fusion Titanium 1.23,24-10-2024 07:38,2,18
24-10-2024,C1492A,TLTC,"Head 2.5"" Wristband White",24-10-2024 07:39,1,10
24-10-2024,S2514,TLTC,Tennis Labour,24-10-2024 07:42,1,25
24-10-2024,K2781,TLTC,1/2 Set Babolat VS Touch  Natural 1.25,24-10-2024 07:47,1,35
24-10-2024,K2781,TLTC,Tennis Labour,24-10-2024 07:47,1,25
24-10-2024,K2781,TLTC,1/2 Set Fusion Ecoplay 1.25,24-10-2024 07:47,1,10.5
24-10-2024,C0808,TLTC,Tennis Labour,24-10-2024 07:49,1,25
24-10-2024,K2781C,TLTC,1/2 Set Luxilon Element Rose Gold 1.25,24-10-2024 07:51,1,19
24-10-2024,K2781C,TLTC,Tennis Labour,24-10-2024 07:51,1,25
24-10-2024,K2781C,TLTC,1/2 Set Wilson Sensation  Natural 1.30,24-10-2024 07:51,1,12.5
24-10-2024,W2466A,TLTC,Wilson Roland Garros,24-10-2024 07:53,1,7.2
24-10-2024,P2809,TLTC,Tennis Labour,24-10-2024 07:56,1,25
24-10-2024,R2622,TLTC,Tennis Labour,24-10-2024 07:59,1,25
24-10-2024,R2622,TLTC,1/2 Set Tecnifibre X-One Biphase Natural 1.30,24-10-2024 07:59,2,35
24-10-2024,R2833C,TLTC,1/2 Set Solinco Hyper-G Green 1.25,24-10-2024 08:03,2,24
24-10-2024,R2833C,TLTC,Tennis Labour,24-10-2024 08:03,1,25
24-10-2024,L2832,TLTC,Tennis Labour,24-10-2024 08:09,1,25
24-10-2024,L2832,TLTC,1/2 Set Fusion Titanium 1.23,24-10-2024 08:09,2,18
24-10-2024,C0517A,TLTC,Wilson U.S. Open Regular Duty,24-10-2024 08:51,1,7.2
24-10-2024,A1989A,TLTC,Wilson U.S. Open Extra Duty,24-10-2024 09:32,1,7.2
24-10-2024,Y1537,TLTC,Wilson Roland Garros,24-10-2024 09:39,1,7.2
24-10-2024,A1989A,TLTC,1/2 Set Head Velocity MLT Natural 1.30,24-10-2024 11:32,2,24
24-10-2024,A1989A,TLTC,Tennis Labour,24-10-2024 11:32,1,25
24-10-2024,M1624A,TLTC,W Nike DF Ball Short White (S),24-10-2024 11:34,1,64
24-10-2024,B2699,TLTC,Tennis Labour,24-10-2024 12:41,2,50
24-10-2024,B2699,TLTC,1/2 Set Wilson NXT Natural 1.30,24-10-2024 12:41,4,70
24-10-2024,W0837,TLTC,Wilson U.S. Open Regular Duty,24-10-2024 12:55,1,7.2
24-10-2024,L2813,TLTC,1/2 Set Babolat Syn Gut Force  Natural 1.30,24-10-2024 13:20,-2,-20
24-10-2024,L2813,TLTC,1/2 Set Wilson NXT Natural 1.30,24-10-2024 13:21,2,35
24-10-2024,B1856,TLTC,Squash Ball Doubles,24-10-2024 13:47,1,8
24-10-2024,S2608,TLTC,Wilson U.S. Open Regular Duty,24-10-2024 14:29,1,7.2
24-10-2024,L1029,TLTC,Wilson U.S. Open Regular Duty,24-10-2024 14:31,1,7.2
24-10-2024,C1124,TLTC,1/2 Set Babolat Xcel Natural 1.30,24-10-2024 15:36,2,35
24-10-2024,C1124,TLTC,Tennis Labour,24-10-2024 15:36,1,25
24-10-2024,T2460,TLTC,1/2 Set Ashaway MultiNick 1.15,24-10-2024 16:17,2,20
24-10-2024,T2460,TLTC,Squash Labour,24-10-2024 16:17,1,25
24-10-2024,W1353,TLTC,Babolat Technical Veron Padel Racquet,24-10-2024 19:19,1,289.99
25-10-2024,T2768C,TLTC,Wilson U.S. Open Regular Duty,25-10-2024 06:30,1,7.2
25-10-2024,T2768C,TLTC,Wilson U.S. Open Regular Duty,25-10-2024 06:31,1,7.2
25-10-2024,W1638,TLTC,Wilson U.S. Open Regular Duty,25-10-2024 06:32,1,7.2
25-10-2024,W1620,TLTC,Wilson Roland Garros,25-10-2024 06:40,2,14.4
25-10-2024,G1725,TLTC,Wilson Roland Garros,25-10-2024 06:40,1,7.2
25-10-2024,K2615,TLTC,Wilson Roland Garros,25-10-2024 06:41,1,7.2
25-10-2024,L0697,TLTC,Wilson U.S. Open Extra Duty,25-10-2024 06:41,1,7.2
25-10-2024,V2832,TLTC,Wilson Roland Garros,25-10-2024 06:42,1,7.2
25-10-2024,T2768C,TLTC,Wilson U.S. Open Regular Duty,25-10-2024 06:55,-1,-7.2
25-10-2024,M2939,TLTC,Tennis Labour,25-10-2024 07:00,1,25
25-10-2024,M2939,TLTC,1/2 Set Polytour Pro  Yellow 1.20,25-10-2024 07:00,2,26
25-10-2024,A1989A,TLTC,Wilson U.S. Open Extra Duty,25-10-2024 07:38,1,7.2
25-10-2024,R0626A,TLTC,Babolat VS Touch Natural 1.25 Full Set,25-10-2024 07:43,1,70
25-10-2024,R0626A,TLTC,Tennis Labour,25-10-2024 07:43,1,25
25-10-2024,H2811,TLTC,1/2 Set Wilson NXT Natural 1.30,25-10-2024 07:55,2,35
25-10-2024,H2811,TLTC,Tennis Labour,25-10-2024 07:55,2,50
25-10-2024,H2811,TLTC,1/2 Set ALU Power Rough Silver 1.25,25-10-2024 07:55,2,38
25-10-2024,N1310B,TLTC,Tennis Labour,25-10-2024 08:20,1,25
25-10-2024,C2801,TLTC,Tennis Labour,25-10-2024 09:06,1,25
25-10-2024,C2801,TLTC,1/2 Set Fusion Ecoplay 1.25,25-10-2024 09:06,2,21
25-10-2024,P2806,TLTC,1/2 Set Head Lynx Touch Grey 1.25,25-10-2024 09:11,1,11
25-10-2024,P2806,TLTC,1/2 Set Wilson Synthetic Gut Power White 1.30,25-10-2024 09:11,1,7.5
25-10-2024,P2806,TLTC,Tennis Labour,25-10-2024 09:11,1,25
25-10-2024,F2620,TLTC,HEAD Pro Player Visor,25-10-2024 10:13,1,26
25-10-2024,D2463A,TLTC,Wilson U.S. Open Regular Duty,25-10-2024 10:30,1,7.2
25-10-2024,H0271A,TLTC,1/2 Set Wilson NXT Natural 1.30,25-10-2024 10:38,1,17.5
25-10-2024,H0271A,TLTC,Tennis Labour,25-10-2024 10:38,1,25
25-10-2024,H0271A,TLTC,1/2 Set Wilson Sensation  Natural 1.30,25-10-2024 10:38,1,12.5
25-10-2024,M2941,TLTC,Wilson U.S. Open Extra Duty,25-10-2024 11:00,1,7.2
25-10-2024,D2800A,TLTC,Tennis Labour,25-10-2024 11:38,1,25
25-10-2024,D2800A,TLTC,1/2 Set Head Velocity MLT Natural 1.25,25-10-2024 11:38,2,24
